groupId,compound,compoundId,formula,sample,adductName,peakMz,mzmin,mzmax,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakSplineArea,peakAreaTop,peakAreaCorrected,peakAreaTopCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample
6,3-mercapto propionate,3-mercapto propionate,,mtab_BIOSSCOPE_temporal_2023_061223_20,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_04,,136.800003,136.800003,136.800003,4.846,4.766,4.925,0.377,270.65,3359.20,2151.07,234.99,1161.46,105.68,16,1.69,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_19,,136.800003,136.800003,136.800003,4.835,4.736,4.865,0.456,201.32,1845.78,1368.52,163.10,741.13,84.85,11,2.57,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_20,,136.800003,136.800003,136.800003,4.876,4.776,4.886,0.058,160.95,1447.28,671.32,131.49,469.24,50.00,12,1.63,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_21,,136.800003,136.800003,136.800003,4.725,4.676,4.765,0.709,198.70,1376.21,1035.73,171.38,582.56,91.18,9,2.12,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_210,,136.800003,136.800003,136.800003,4.876,4.856,4.906,0.051,1260.38,6141.82,5180.48,1146.25,1904.04,439.90,6,1.43,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_211,,136.800003,136.800003,136.800003,4.875,4.865,4.905,0.051,1279.02,5537.75,6149.57,1217.61,1857.30,482.11,5,1.07,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_212,,136.800003,136.800003,136.800003,4.896,4.896,4.935,0.051,1157.04,4991.62,6186.27,1120.69,1271.60,377.35,5,1.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_213,,136.800003,136.800003,136.800003,4.776,4.776,4.796,0.050,1116.00,2959.54,2157.91,1061.61,719.81,314.85,3,1.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_214,,136.800003,136.800003,136.800003,4.776,4.766,4.796,0.052,1281.54,4366.33,3898.90,1161.64,1274.99,388.81,4,1.03,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_215,,136.800003,136.800003,136.800003,4.905,4.905,4.925,0.050,1029.56,2983.10,4553.84,1033.40,726.84,280.97,3,1.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_216,,136.800003,136.800003,136.800003,4.676,4.676,4.696,0.048,1180.60,2965.98,2195.86,1061.21,696.71,305.57,3,1.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_217,,136.800003,136.800003,136.800003,4.925,4.895,4.945,0.053,1121.69,6163.35,5360.77,1101.80,1650.85,349.66,6,1.15,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_218,,136.800003,136.800003,136.800003,4.776,4.776,4.806,0.051,1148.67,4121.94,3847.09,1141.30,1060.38,373.86,4,1.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_219,,136.800003,136.800003,136.800003,4.925,4.895,4.935,0.051,1113.40,5207.06,4660.74,1081.29,1397.51,319.43,5,1.07,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_22,,136.800003,136.800003,136.800003,4.816,4.786,4.866,0.374,184.96,1105.59,866.92,155.41,457.82,83.28,9,1.75,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_220,,136.800003,136.800003,136.800003,4.806,4.786,4.806,0.049,1163.95,2897.55,2173.37,1038.39,484.80,235.07,3,1.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_221,,136.800003,136.800003,136.800003,4.885,4.866,4.885,0.050,1197.93,3550.13,2408.22,1130.54,1110.20,317.24,3,1.00,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_23,,136.800003,136.800003,136.800003,4.785,4.765,4.835,0.057,183.51,832.50,620.59,150.24,274.61,77.09,7,2.50,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_24,,136.800003,136.800003,136.800003,4.806,4.786,4.886,0.057,173.14,1421.53,1109.41,151.74,568.48,73.76,11,1.34,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_25,,136.800003,136.800003,136.800003,4.766,4.746,4.816,0.071,173.54,922.50,660.44,150.99,323.11,76.26,8,1.52,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_26,,136.800003,136.800003,136.800003,4.796,4.776,4.845,0.061,157.63,996.05,884.03,147.47,360.49,68.34,7,1.53,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_27,,136.800003,136.800003,136.800003,4.676,4.656,4.696,0.048,163.88,561.12,387.15,133.63,173.64,55.93,4,1.79,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_28,,136.800003,136.800003,136.800003,4.646,4.626,4.686,0.082,201.56,807.58,613.18,157.56,233.31,74.53,6,2.04,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_29,,136.800003,136.800003,136.800003,5.015,4.995,5.065,0.083,167.05,960.95,681.05,148.81,361.92,72.93,8,1.94,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_30,,136.800003,136.800003,136.800003,4.815,4.795,4.835,0.049,181.82,630.43,515.05,145.56,228.68,65.01,5,1.71,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_31,,136.800003,136.800003,136.800003,4.885,4.825,4.915,0.113,168.93,1340.00,1054.47,163.27,626.73,91.95,9,2.04,0
8,3-mercapto propionate confirm,3-mercapto propionate confirm,,mtab_BIOSSCOPE_temporal_2023_061223_33,,136.800003,136.800003,136.800003,4.825,4.805,4.845,0.053,203.33,568.04,493.29,147.33,183.93,70.61,3,2.65,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_04,,189.966995,189.966995,189.966995,4.880,4.841,4.950,0.839,72101504.00,214924800.00,176878352.00,58195104.00,214912656.00,58194096.00,12,222.38,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_19,,189.966995,189.966995,189.966995,4.820,4.800,4.830,0.055,925.10,3207.48,2304.57,832.81,874.42,249.59,4,1.22,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_20,,189.966995,189.966995,189.966995,4.801,4.801,4.821,0.048,809.24,2206.93,1581.18,751.81,525.81,191.43,3,1.00,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_21,,189.966995,189.966995,189.966995,5.030,5.030,5.050,0.048,758.65,2082.76,1493.83,727.71,303.93,134.94,3,1.00,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_210,,189.966995,189.966995,189.966995,4.901,4.841,4.940,0.526,23631.42,167885.94,124811.72,20827.83,75545.68,12413.82,10,2.54,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_211,,189.966995,189.966995,189.966995,4.900,4.840,4.950,0.638,23013.93,179346.97,124852.70,20892.77,76780.93,12341.53,12,2.57,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_212,,189.966995,189.966995,189.966995,4.911,4.841,4.950,0.487,23897.27,179383.78,125590.24,21028.59,76704.86,12468.04,11,2.57,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_213,,189.966995,189.966995,189.966995,4.911,4.851,4.951,0.437,23287.30,174529.23,128789.37,20995.68,78544.61,12269.80,11,2.52,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_214,,189.966995,189.966995,189.966995,4.911,4.851,4.951,0.469,24454.41,177177.78,131194.86,21552.58,80627.31,12775.26,11,2.65,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_215,,189.966995,189.966995,189.966995,4.910,4.840,4.940,0.490,23829.60,172455.47,128280.92,21210.80,77442.19,12572.46,11,2.46,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_216,,189.966995,189.966995,189.966995,4.910,4.850,4.950,0.495,24077.25,172615.53,127619.28,21140.95,75212.05,12283.52,10,2.61,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_217,,189.966995,189.966995,189.966995,4.910,4.840,4.950,0.493,24378.10,180632.92,127492.69,21391.62,78312.96,12864.96,12,2.56,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_218,,189.966995,189.966995,189.966995,4.910,4.851,4.950,0.445,22515.67,168182.39,124324.72,20157.27,75829.63,11754.52,11,2.46,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_219,,189.966995,189.966995,189.966995,4.910,4.850,4.950,0.499,24168.89,171180.47,127300.52,21259.66,77648.54,12719.56,10,2.57,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_22,,189.966995,189.966995,189.966995,4.900,4.850,4.950,0.837,33655.22,102052.92,83346.98,26457.11,95393.40,25851.44,11,37.26,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_220,,189.966995,189.966995,189.966995,4.911,4.861,4.951,0.625,27045.40,174877.56,126896.64,23845.51,85296.65,14871.30,10,2.21,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_221,,189.966995,189.966995,189.966995,4.920,4.870,4.970,0.781,88997.87,340729.81,263718.47,69462.29,244232.31,60679.08,11,4.65,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_23,,189.966995,189.966995,189.966995,4.890,4.850,4.960,0.836,65341.36,190879.31,156459.17,51902.94,183480.58,51286.35,12,63.00,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_24,,189.966995,189.966995,189.966995,4.891,4.851,4.950,0.839,618404.50,1739375.25,1444679.62,490003.41,1732397.50,489369.09,11,227.53,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_25,,189.966995,189.966995,189.966995,4.891,4.851,4.950,0.843,1451720.50,4166041.75,3459474.00,1159190.88,4158829.00,1158535.12,11,292.90,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_26,,189.966995,189.966995,189.966995,4.900,4.850,4.950,0.840,2550968.75,7275556.50,6045375.00,2009647.00,7268137.50,2008972.50,11,303.79,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_27,,189.966995,189.966995,189.966995,4.900,4.850,4.950,0.844,3989673.50,11113204.00,9233888.00,3105888.75,11105757.00,3105211.75,11,275.87,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_28,,189.966995,189.966995,189.966995,4.900,4.851,4.950,0.843,8327306.50,24086958.00,20017624.00,6589282.50,24079478.00,6588602.50,11,285.68,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_29,,189.966995,189.966995,189.966995,4.900,4.860,4.960,0.839,18523740.00,50452472.00,41758000.00,14371633.00,50445116.00,14370965.00,11,299.63,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_30,,189.966995,189.966995,189.966995,4.900,4.850,4.960,0.837,40305256.00,115026880.00,95020664.00,31808298.00,115017504.00,31807520.00,12,254.21,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_31,,189.966995,189.966995,189.966995,4.900,4.860,4.960,0.840,72618920.00,208369376.00,171606624.00,57474588.00,208359104.00,57473652.00,11,217.49,0
11,6-hydroxymelatonin,6-hydroxymelatonin,,mtab_BIOSSCOPE_temporal_2023_061223_33,,189.966995,189.966995,189.966995,4.880,4.810,4.940,0.744,1988.20,19662.84,12676.67,1893.97,7821.03,1048.09,14,1.54,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_04,,157.966995,157.966995,157.966995,4.879,4.839,4.949,0.839,38185724.00,118170048.00,97258264.00,31133178.00,118168472.00,31133046.00,12,227.41,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_19,,157.966995,157.966995,157.966995,4.849,4.839,4.929,0.065,175.10,1159.22,809.71,140.61,439.94,70.10,10,1.47,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_20,,157.966995,157.966995,157.966995,4.749,4.719,4.789,0.796,356.40,1366.63,1396.94,284.90,711.74,203.02,8,3.76,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_21,,157.966995,157.966995,157.966995,4.749,4.719,4.789,0.795,312.20,1315.61,1248.28,266.72,692.26,188.50,7,3.45,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_210,,157.966995,157.966995,157.966995,5.009,4.979,5.039,0.806,29557.48,111813.82,106137.62,24607.69,60424.03,17266.24,7,3.63,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_211,,157.966995,157.966995,157.966995,5.009,4.979,5.039,0.789,27439.62,110031.93,104906.34,23568.33,59001.45,16277.17,7,3.34,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_212,,157.966995,157.966995,157.966995,5.019,4.979,5.039,0.127,29254.36,113710.12,107987.91,24491.99,62706.71,17205.78,7,3.37,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_213,,157.966995,157.966995,157.966995,5.019,4.979,5.039,0.126,29705.81,113650.14,108588.26,24710.88,61972.51,17328.27,7,3.27,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_214,,157.966995,157.966995,157.966995,5.019,4.979,5.049,0.796,30642.01,122654.55,108329.78,24987.41,63503.02,17592.39,8,3.55,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_215,,157.966995,157.966995,157.966995,5.019,4.979,5.079,0.786,29658.62,147786.67,111221.88,24259.79,65601.43,16768.39,11,3.67,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_216,,157.966995,157.966995,157.966995,5.019,4.979,5.049,0.796,30098.01,123135.75,108489.51,24871.85,63322.39,17394.69,8,3.38,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_217,,157.966995,157.966995,157.966995,5.019,4.989,5.039,0.064,29908.40,104109.22,106956.71,24726.59,59637.52,17313.65,6,3.57,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_218,,157.966995,157.966995,157.966995,5.019,4.989,5.049,0.801,29213.98,111095.45,105032.65,24119.01,59604.57,16759.98,7,3.46,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_219,,157.966995,157.966995,157.966995,5.019,4.989,5.049,0.805,29383.78,110439.46,111078.14,24397.04,58111.39,16920.87,7,3.63,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_22,,157.966995,157.966995,157.966995,4.899,4.849,4.949,0.844,19934.05,55159.24,45553.89,15276.18,54332.75,15201.04,11,120.16,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_220,,157.966995,157.966995,157.966995,5.019,4.979,5.049,0.800,29911.62,121990.35,107654.46,24888.46,60273.73,17172.28,8,3.61,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_221,,157.966995,157.966995,157.966995,4.919,4.879,4.949,0.799,47426.08,178565.62,149025.14,37460.64,118342.64,29921.49,8,3.46,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_23,,157.966995,157.966995,157.966995,4.899,4.849,4.959,0.844,36327.14,104772.62,86431.90,28330.05,103800.09,28249.02,12,136.01,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_24,,157.966995,157.966995,157.966995,4.899,4.849,4.959,0.844,329993.31,949312.00,787182.06,260309.89,948352.38,260229.94,12,246.48,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_25,,157.966995,157.966995,157.966995,4.899,4.849,4.949,0.841,839006.88,2359618.75,1960476.75,657167.31,2358589.50,657073.75,11,307.97,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_26,,157.966995,157.966995,157.966995,4.899,4.849,4.949,0.841,1480762.38,4043519.00,3359315.75,1147751.62,4042405.50,1147650.38,11,310.97,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_27,,157.966995,157.966995,157.966995,4.899,4.859,4.949,0.842,2358778.25,6279290.00,5216513.50,1806802.38,6278215.50,1806695.00,10,314.71,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_28,,157.966995,157.966995,157.966995,4.899,4.849,4.949,0.844,4904371.00,13506420.00,11224943.00,3799603.75,13505423.00,3799513.75,11,289.55,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_29,,157.966995,157.966995,157.966995,4.899,4.859,4.959,0.840,10701219.00,28302226.00,23486674.00,8186570.50,28301160.00,8186472.50,11,322.57,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_30,,157.966995,157.966995,157.966995,4.899,4.859,4.959,0.839,23850724.00,66197220.00,54669768.00,18641124.00,66195856.00,18641000.00,11,276.46,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_31,,157.966995,157.966995,157.966995,4.899,4.859,4.959,0.841,41480784.00,116709760.00,96146688.00,32545770.00,116707552.00,32545574.00,11,212.62,0
13,6-hydroxymelatonin confirm,6-hydroxymelatonin confirm,,mtab_BIOSSCOPE_temporal_2023_061223_33,,157.966995,157.966995,157.966995,4.889,4.759,4.949,0.618,865.48,9772.41,6629.62,795.60,5675.83,590.77,20,2.43,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_04,,195.966995,195.966995,195.966995,1.099,1.059,1.168,0.836,1330843.50,4506494.50,3652357.75,1109725.62,4496775.00,1108915.62,12,137.47,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_19,,195.966995,195.966995,195.966995,0.929,0.839,1.018,0.259,394.48,5073.31,4351.71,310.13,1964.12,143.90,18,1.39,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_20,,195.966995,195.966995,195.966995,0.849,0.819,0.970,0.559,349.39,3818.31,3644.13,317.30,1231.93,151.63,13,1.43,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_21,,195.966995,195.966995,195.966995,0.939,0.859,0.959,0.065,358.26,2592.33,2218.73,279.65,715.45,109.76,9,2.11,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_210,,195.966995,195.966995,195.966995,0.930,0.909,1.019,0.071,6105.05,50299.47,35654.83,5362.69,19945.82,2875.91,12,1.93,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_211,,195.966995,195.966995,195.966995,0.939,0.919,1.000,0.070,7194.95,39686.75,30830.55,5726.93,17005.00,3219.57,9,1.94,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_212,,195.966995,195.966995,195.966995,0.940,0.919,1.039,0.075,6889.78,53700.11,40755.33,5673.26,20917.16,3184.32,13,2.45,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_213,,195.966995,195.966995,195.966995,0.939,0.919,1.018,0.069,6747.37,47280.89,33472.49,5572.93,19201.20,3032.27,11,2.09,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_214,,195.966995,195.966995,195.966995,0.940,0.919,0.980,0.088,6654.66,30897.46,30562.88,5518.67,12899.09,2953.48,6,1.82,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_215,,195.966995,195.966995,195.966995,0.939,0.919,1.029,0.068,6126.29,50239.97,40791.85,5167.28,20279.29,2681.09,12,2.28,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_216,,195.966995,195.966995,195.966995,1.128,1.088,1.188,0.775,10025.37,58254.50,43812.05,8845.41,29562.95,6237.08,11,3.26,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_217,,195.966995,195.966995,195.966995,1.129,1.089,1.188,0.788,10861.25,65825.18,49186.84,9767.35,37793.21,7218.99,11,3.27,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_218,,195.966995,195.966995,195.966995,1.119,1.079,1.178,0.810,29715.13,133269.94,102531.81,25926.94,104771.34,23336.16,11,8.19,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_219,,195.966995,195.966995,195.966995,1.119,1.079,1.178,0.824,95578.62,377035.47,295163.09,82562.21,347931.47,79916.23,11,23.31,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_22,,195.966995,195.966995,195.966995,1.118,1.088,1.168,0.352,497.78,2300.65,1881.14,392.59,1022.79,246.94,7,3.41,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_220,,195.966995,195.966995,195.966995,1.129,1.079,1.188,0.837,545964.81,2089700.00,1657453.00,471460.72,2053506.50,468444.59,12,57.17,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_221,,195.966995,195.966995,195.966995,1.129,1.079,1.188,0.838,2252797.25,8789934.00,6953567.00,1974324.88,8749593.00,1970953.62,12,72.36,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_23,,195.966995,195.966995,195.966995,1.129,1.088,1.178,0.766,591.17,3179.59,2412.77,515.20,1485.16,342.35,9,3.01,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_24,,195.966995,195.966995,195.966995,1.109,1.069,1.178,0.813,2994.92,11551.75,8874.73,2459.60,9541.03,2289.34,10,17.55,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_25,,195.966995,195.966995,195.966995,1.038,1.000,1.109,0.810,9539.52,31468.66,25292.36,7750.72,29346.29,7570.92,10,35.92,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_26,,195.966995,195.966995,195.966995,1.029,0.990,1.099,0.824,41274.40,129160.66,105379.56,33694.08,126616.83,33481.17,11,77.02,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_27,,195.966995,195.966995,195.966995,1.029,0.990,1.089,0.823,103175.64,296184.53,243191.64,81664.34,293621.12,81430.68,11,127.73,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_28,,195.966995,195.966995,195.966995,1.028,0.989,1.088,0.834,367789.16,1031651.19,848201.12,287667.31,1027655.00,287304.03,11,134.77,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_29,,195.966995,195.966995,195.966995,1.028,0.989,1.088,0.832,718982.69,2002569.75,1650951.75,564350.75,1997473.25,563887.44,11,171.21,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_30,,195.966995,195.966995,195.966995,1.028,0.989,1.088,0.810,1632216.25,4485800.00,3704693.50,1271821.12,4478820.50,1271186.62,11,202.74,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_31,,195.966995,195.966995,195.966995,1.028,0.989,1.088,0.829,2441809.00,6979480.00,5764060.50,1931368.62,6970813.00,1930580.62,11,177.06,0
15,tetrahydrobiopterin240,tetrahydrobiopterin240,,mtab_BIOSSCOPE_temporal_2023_061223_33,,195.966995,195.966995,195.966995,0.889,0.839,0.919,0.492,456.59,2505.98,2823.09,381.44,1160.64,231.00,8,2.69,0
16,cysteine,cysteine,,mtab_BIOSSCOPE_temporal_2023_061223_04,,58.882999,58.882999,58.882999,0.558,0.518,0.618,0.838,4230528.00,11253657.00,9230173.00,3163352.25,11253633.00,3163350.00,11,127.14,0
