groupId,compound,compoundId,formula,sample,adductName,peakMz,mzmin,mzmax,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakSplineArea,peakAreaTop,peakAreaCorrected,peakAreaTopCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_55,,84.883003,84.883003,84.883003,4.429,4.389,4.611,0.055,4951.61,92198.58,66757.39,4664.40,5676.02,876.17,16,1.24,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_56,,84.883003,84.883003,84.883003,4.527,4.396,4.617,0.051,4691.45,90357.59,65585.66,4277.29,4277.34,559.88,14,1.05,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_57,,84.883003,84.883003,84.883003,4.459,4.389,4.611,0.058,4058.57,82592.29,59022.57,3902.12,3660.80,382.05,19,1.05,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_58,,84.883003,84.883003,84.883003,4.466,4.396,4.618,0.074,4191.68,80499.28,57830.90,3897.48,5095.57,522.89,16,1.23,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_59,,84.883003,84.883003,84.883003,4.450,4.390,4.611,0.084,4267.00,77644.01,55456.35,3769.71,4758.35,566.31,17,1.17,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_60,,84.883003,84.883003,84.883003,4.510,4.389,4.611,0.056,3944.97,75635.98,54816.46,3735.40,1223.84,434.12,12,1.09,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_61,,84.883003,84.883003,84.883003,4.450,4.389,4.611,0.051,4025.14,78894.22,56617.77,3695.14,4920.84,329.73,18,1.19,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_62,,84.883003,84.883003,84.883003,4.531,4.390,4.611,0.062,4109.24,82778.57,59446.58,4035.78,2068.38,404.47,14,1.10,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_63,,84.883003,84.883003,84.883003,4.521,4.390,4.611,0.051,4964.23,91673.50,64801.79,4558.46,5124.34,762.85,13,1.11,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_64,,84.883003,84.883003,84.883003,4.577,4.396,4.617,0.051,4710.74,94454.00,68272.54,4461.58,4359.95,532.16,15,1.20,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_65,,84.883003,84.883003,84.883003,4.470,4.389,4.611,0.056,6145.21,95959.70,68802.97,5160.46,6181.89,1252.06,15,1.37,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_66,,84.883003,84.883003,84.883003,4.551,4.389,4.611,0.058,5410.88,100398.78,72671.07,5140.34,7411.70,1027.85,17,1.16,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_67,,84.883003,84.883003,84.883003,4.611,4.390,4.611,0.047,4661.97,90986.52,65146.98,4374.81,7910.73,752.75,19,1.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_68,,84.883003,84.883003,84.883003,4.400,4.390,4.611,0.047,4917.31,93308.93,66096.12,4647.17,5791.58,756.67,16,1.20,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_69,,84.883003,84.883003,84.883003,4.440,4.389,4.611,0.070,5115.24,97196.16,69753.27,4705.76,6198.20,690.97,16,1.14,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_70,,84.883003,84.883003,84.883003,4.389,4.389,4.611,0.047,6034.80,115998.79,83442.34,5762.22,5950.12,848.79,15,1.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_71,,84.883003,84.883003,84.883003,4.521,4.390,4.611,0.091,5538.17,105116.91,75546.58,5178.13,11252.43,1068.63,19,1.18,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_72,,84.883003,84.883003,84.883003,4.419,4.389,4.611,0.061,5927.20,112657.69,81174.78,5510.00,9995.20,998.13,19,1.28,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_73,,84.883003,84.883003,84.883003,4.511,4.389,4.611,0.087,5120.38,100052.52,72150.30,4877.09,5366.57,642.65,16,1.13,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_74,,84.883003,84.883003,84.883003,4.400,4.390,4.612,0.047,4896.40,95121.78,68078.05,4536.93,3473.63,563.91,15,1.04,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_75,,84.883003,84.883003,84.883003,4.420,4.390,4.612,0.054,5071.72,97916.98,69785.47,4633.56,8776.69,765.06,17,1.06,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_76,,84.883003,84.883003,84.883003,4.550,4.389,4.611,0.052,5019.45,99684.98,71123.56,4668.13,5209.64,559.20,17,1.11,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_77,,84.883003,84.883003,84.883003,4.500,4.390,4.611,0.052,5348.96,108784.94,77845.91,4952.93,6354.56,565.06,18,1.05,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_78,,84.883003,84.883003,84.883003,4.542,4.390,4.612,0.074,5295.64,103274.73,74213.81,5013.26,5082.14,678.41,15,1.22,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_79,,84.883003,84.883003,84.883003,4.450,4.390,4.612,0.057,4824.24,95276.20,68149.84,4581.06,5995.27,702.97,18,1.14,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_80,,84.883003,84.883003,84.883003,4.470,4.390,4.612,0.075,5001.92,96618.04,68961.72,4733.13,4357.30,679.51,15,1.14,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_81,,84.883003,84.883003,84.883003,4.400,4.390,4.611,0.047,8068.53,148566.56,107164.22,7546.57,9663.75,1385.47,16,1.07,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_82,,84.883003,84.883003,84.883003,4.581,4.390,4.612,0.055,5228.21,102744.12,73920.70,4769.25,3279.68,452.99,14,1.03,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_83,,84.883003,84.883003,84.883003,4.490,4.390,4.611,0.050,5551.52,110197.42,78574.05,5086.44,5239.58,508.46,18,1.10,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_84,,84.883003,84.883003,84.883003,4.490,4.389,4.611,0.056,5810.67,112331.81,80565.40,5434.66,7171.52,862.42,16,1.05,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_85,,84.883003,84.883003,84.883003,4.390,4.390,4.611,0.047,4944.20,101837.49,73511.27,4661.74,3458.88,325.11,16,1.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_86,,84.883003,84.883003,84.883003,4.500,4.389,4.611,0.077,4954.62,100913.20,72598.22,4740.19,5259.08,542.19,17,1.18,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_87,,84.883003,84.883003,84.883003,4.410,4.390,4.612,0.047,5630.88,108109.17,77351.73,5091.90,9147.64,728.03,18,1.23,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_88,,84.883003,84.883003,84.883003,4.400,4.390,4.611,0.047,4693.99,98789.00,71127.35,4531.52,3447.12,342.54,17,1.04,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_89,,84.883003,84.883003,84.883003,4.521,4.390,4.611,0.064,4464.13,94326.41,67331.55,4311.17,2733.48,283.87,16,1.02,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_90,,84.883003,84.883003,84.883003,4.486,4.396,4.617,0.054,5934.68,104685.39,75394.02,5597.73,6717.97,1330.63,14,1.29,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_91,,84.883003,84.883003,84.883003,4.501,4.390,4.612,0.206,6114.60,117027.03,84335.49,5552.16,8653.57,835.69,18,1.11,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_92,,84.883003,84.883003,84.883003,4.409,4.389,4.611,0.047,5523.51,110392.81,78639.41,5206.07,5368.85,533.17,18,1.07,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_93,,84.883003,84.883003,84.883003,4.491,4.390,4.612,0.092,5937.75,111526.62,80014.84,5731.75,7752.62,1152.05,16,1.16,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_94,,84.883003,84.883003,84.883003,4.517,4.396,4.618,0.056,5532.13,107199.33,76900.84,5049.50,2411.81,515.38,15,1.16,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_95,,84.883003,84.883003,84.883003,4.470,4.390,4.611,0.055,5933.29,108536.24,77172.42,5692.16,8827.86,1346.25,15,1.17,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_96,,84.883003,84.883003,84.883003,4.470,4.390,4.612,0.057,5275.48,100680.35,72319.45,4911.08,4562.73,666.54,14,1.08,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_97,,84.883003,84.883003,84.883003,4.511,4.390,4.612,0.077,5272.63,104539.98,74752.68,4843.55,2224.12,360.28,15,1.08,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_98,,84.883003,84.883003,84.883003,4.551,4.390,4.612,0.081,4930.69,97500.53,69972.90,4639.17,4948.12,565.25,16,1.19,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_99,,84.883003,84.883003,84.883003,4.410,4.390,4.611,0.047,5820.17,114195.01,82019.38,5749.77,7554.07,1093.02,17,1.19,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_01,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_02,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_03,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_05,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_06,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_34,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_35,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_36,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_37,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_38,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_40,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_228,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2,2-oxohexanoic acid,2-oxohexanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_229,,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_07,,84.883003,84.883003,84.883003,4.194,4.194,4.373,0.047,1991.21,25796.15,18426.68,1733.14,3352.33,470.64,13,1.00,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_08,,84.883003,84.883003,84.883003,4.354,4.195,4.374,0.048,1932.90,26557.64,18718.71,1736.58,4639.92,518.35,16,1.52,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_09,,84.883003,84.883003,84.883003,4.213,4.189,4.368,0.047,2016.30,26400.00,18977.27,1730.66,5684.29,588.31,16,1.32,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_10,,84.883003,84.883003,84.883003,4.367,4.188,4.367,0.047,1721.52,24952.49,17631.79,1621.44,4221.22,443.05,15,1.00,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_100,,84.883003,84.883003,84.883003,4.304,4.190,4.369,0.060,6027.83,86580.13,62079.92,5610.07,6299.69,1089.99,13,1.14,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_101,,84.883003,84.883003,84.883003,4.304,4.189,4.368,0.058,5410.58,81627.97,58373.86,5102.30,7450.55,973.12,13,1.30,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_102,,84.883003,84.883003,84.883003,4.318,4.189,4.368,0.056,5279.17,78687.14,55976.89,5007.23,6796.92,927.41,11,1.07,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_103,,84.883003,84.883003,84.883003,4.305,4.190,4.369,0.091,6687.40,90416.28,65009.86,6111.22,10333.70,1641.23,14,1.14,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_104,,84.883003,84.883003,84.883003,4.294,4.189,4.368,0.067,5435.47,87922.58,63224.39,5234.25,8091.16,794.45,17,1.02,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_105,,84.883003,84.883003,84.883003,4.304,4.189,4.368,0.082,6077.69,91644.31,65317.86,5792.57,7595.74,1099.06,15,1.04,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_106,,84.883003,84.883003,84.883003,4.294,4.189,4.368,0.173,5884.93,81698.64,58356.29,5569.95,8172.83,1411.55,13,1.28,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_107,,84.883003,84.883003,84.883003,4.285,4.190,4.369,0.071,5375.72,78323.99,56680.32,4964.29,5535.77,876.58,16,1.21,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_108,,84.883003,84.883003,84.883003,4.347,4.188,4.367,0.047,5119.08,83216.50,60083.76,4827.33,6707.08,590.56,14,1.06,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_109,,84.883003,84.883003,84.883003,4.254,4.189,4.368,0.051,6089.64,92297.12,66747.98,5468.59,9802.66,921.70,14,1.06,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_11,,84.883003,84.883003,84.883003,4.324,4.195,4.374,0.140,3312.27,35905.61,25983.60,3098.98,9187.09,1594.94,15,1.78,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_110,,84.883003,84.883003,84.883003,4.189,4.189,4.368,0.047,7025.72,106642.03,77090.38,6833.81,14354.95,1665.70,16,1.00,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_111,,84.883003,84.883003,84.883003,4.234,4.190,4.369,0.054,6430.46,90739.23,65060.73,5738.13,8023.25,1111.02,12,1.39,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_112,,84.883003,84.883003,84.883003,4.284,4.189,4.368,0.065,6309.12,93425.71,67389.88,5998.98,10338.10,1319.05,13,1.12,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_113,,84.883003,84.883003,84.883003,4.284,4.189,4.368,0.068,7186.47,98892.20,70957.02,6634.52,9729.81,1584.65,13,1.26,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_114,,84.883003,84.883003,84.883003,4.199,4.189,4.368,0.047,5705.80,83263.16,59671.13,4918.66,6637.48,722.22,13,1.18,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_115,,84.883003,84.883003,84.883003,4.295,4.190,4.369,0.067,5911.49,87659.55,63031.37,5667.32,9909.62,1341.63,15,1.30,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_116,,84.883003,84.883003,84.883003,4.304,4.189,4.368,0.185,5903.52,91628.23,65249.04,5732.75,7504.79,1024.31,14,1.10,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_117,,84.883003,84.883003,84.883003,4.274,4.189,4.368,0.064,5640.94,89611.12,63729.99,5359.43,7962.15,827.09,17,1.12,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_118,,84.883003,84.883003,84.883003,4.264,4.189,4.368,0.082,6027.04,90804.66,64607.68,5806.32,8558.22,1238.38,14,1.13,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_119,,84.883003,84.883003,84.883003,4.244,4.189,4.368,0.072,5545.66,88718.73,63058.03,5347.02,7749.80,753.97,15,1.09,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_12,,84.883003,84.883003,84.883003,4.317,4.189,4.368,0.289,5143.00,40037.38,28892.81,4695.35,16992.11,3392.50,15,2.82,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_120,,84.883003,84.883003,84.883003,4.294,4.189,4.368,0.231,7241.89,98407.42,70667.12,6874.18,12697.19,2036.62,13,1.11,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_121,,84.883003,84.883003,84.883003,4.294,4.189,4.368,0.065,6177.78,94920.71,67509.09,5629.90,10663.59,908.82,14,1.09,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_122,,84.883003,84.883003,84.883003,4.318,4.189,4.369,0.057,5376.43,86375.41,62143.35,5239.47,8692.98,901.67,17,1.01,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_123,,84.883003,84.883003,84.883003,4.358,4.189,4.368,0.047,5889.37,88207.88,62964.36,5323.49,8125.07,938.20,13,1.17,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_124,,84.883003,84.883003,84.883003,4.318,4.189,4.368,0.106,7037.83,98133.27,70500.60,6359.48,10808.32,1495.58,16,1.15,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_125,,84.883003,84.883003,84.883003,4.274,4.189,4.368,0.089,6255.39,91597.99,65634.77,5962.37,9796.88,1378.34,15,1.27,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_126,,84.883003,84.883003,84.883003,4.274,4.189,4.368,0.075,6565.22,95318.25,68258.15,6138.42,8164.54,1275.44,16,1.35,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_127,,84.883003,84.883003,84.883003,4.274,4.190,4.369,0.184,6313.05,92714.64,65952.16,6048.44,8498.34,1312.87,14,1.15,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_128,,84.883003,84.883003,84.883003,4.264,4.189,4.368,0.203,6575.62,93986.05,67509.07,6448.46,12687.20,1810.69,15,1.32,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_129,,84.883003,84.883003,84.883003,4.274,4.189,4.368,0.093,5822.37,88454.67,63554.65,5705.10,7788.90,1160.36,14,1.28,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_13,,84.883003,84.883003,84.883003,4.333,4.195,4.374,0.214,10259.95,64911.32,47575.30,8994.17,42097.12,7690.21,16,4.68,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_130,,84.883003,84.883003,84.883003,4.274,4.189,4.368,0.081,5120.90,79803.04,57140.38,4994.88,3853.02,717.77,14,1.10,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_131,,84.883003,84.883003,84.883003,4.264,4.189,4.368,0.066,6157.13,92064.84,65881.40,5861.06,12880.62,1438.72,15,1.38,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_132,,84.883003,84.883003,84.883003,4.284,4.189,4.368,0.083,6342.10,94359.41,67602.14,5886.31,13830.41,1397.23,17,1.27,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_133,,84.883003,84.883003,84.883003,4.264,4.189,4.368,0.233,6026.54,86702.60,61598.80,5869.34,7365.77,1418.81,14,1.31,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_134,,84.883003,84.883003,84.883003,4.264,4.189,4.368,0.072,5190.54,85137.15,61168.99,5139.02,2959.21,487.80,13,1.07,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_135,,84.883003,84.883003,84.883003,4.274,4.189,4.368,0.076,6605.24,99177.54,70322.15,6259.82,11929.46,1357.87,16,1.25,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_136,,84.883003,84.883003,84.883003,4.348,4.189,4.368,0.047,6113.74,89104.57,64026.56,5618.05,7808.92,1089.95,14,1.21,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_137,,84.883003,84.883003,84.883003,4.304,4.189,4.368,0.067,6379.39,97769.50,70827.72,6206.59,10138.60,1319.59,14,1.13,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_138,,84.883003,84.883003,84.883003,4.284,4.189,4.368,0.232,8247.64,109466.95,78812.09,8088.39,18435.48,3007.17,15,1.54,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_139,,84.883003,84.883003,84.883003,4.305,4.190,4.369,0.055,6632.63,99390.71,70646.93,6275.39,11318.34,1281.51,15,1.12,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_14,,84.883003,84.883003,84.883003,4.323,4.195,4.374,0.490,16639.54,91947.57,67997.65,14747.68,67721.06,13382.31,16,6.16,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_140,,84.883003,84.883003,84.883003,4.358,4.189,4.368,0.047,5488.67,88348.04,62742.39,5304.54,6117.02,763.88,14,1.05,0
3,4-methyl-2-oxopentanoic acid,4-methyl-2-oxopentanoic acid,,mtab_BIOSSCOPE_temporal_2023_061223_141,,84.883003,84.883003,84.883003,4.224,4.189,4.368,0.095,5171.99,83280.55,59625.61,4872.23,4362.70,461.00,14,1.12,0
